ID,Katakana text Translated,Sentiment
1565,RT @JeffSchultzAJC: Goodell defends being at Kraft's house night before AFC title game hasn't yet addressed why he also was cleaning Kra…,
1566,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/yuzradHPYo,
1567,@NafetsTosovic @Kathrynyarchuk @_simranmann yay Kraft dinner party,
1568,"Kraft papers ""WHITE PATTERN KRAFT"" kraft texture digital bac http://t.co/Wy3CTOcXWf #scrapbooking #printables",
1569,Has anyone else noticed Bob Kraft's been rocking those Nike Air Force 1's all season? #gopats #SuperBowlXLIX,
1570,Roger Goodell on deflategate investigation Kraft relationship NFL ... http://t.co/ypHLH40q79,
1571,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/gTTwIXTkQb,
1572,RT @ranan_935: DIY Rustic Wedding Invitation Kit Eco Kraft and Rustic http://t.co/wYbOJ3eVEV http://t.co/V0i3XsLI5G,
1573,I kinda just really want some Kraft Dinner rn...,
1574,#ESPN More on Robert Kraft's absence from Roger Goodell's news conference http://t.co/msOWLUA84h http://t.co/C0DewnI2Co,
1575,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/ll4mQVJXp9 #CookingUpGood,
1576,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/mwMLsj8RBU,
1577,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/JeXwYwU6fZ #CookingUpGood,
1578,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/4TVerSj9Fd,
1579,I'm learning all about Kraft Foods Macaroni http://t.co/D7Q40FfUjY,
1580,Patriots owner Kraft stands front-and-center in NFL spotlight: (Reuters) - New England Patriots owner Rob... http://t.co/RZgJktdoYT #NFL,
1581,@Kraft4Prez haha I missed you Kraft Mac and cheese! And no my sisters not in the photo haha I'm just a creepy goldendoodle stalker,
1582,Jiffy Self-Seal Padded Mailers Satin Gold Kraft Size 6,
1583,RT @NoahFairbanks: Meet #RickiLander 73-year-old #Patriots owner #BobKraft's bombshell GF 34 of 3 yrs http://t.co/euuuKv2SKs http://t.co/7…,
1584,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/aJdNRWhSkB,
1585,Say NO to buying Lunchables until Kraft/Oscar Mayer stops using meat from farms that use antibiotics https://t.co/0cjvN3FFKp via @Change,
1586,Start Kraft next week! <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BD><ed><U+00B2><U+00B0><ed><U+00A0><U+00BD><ed><U+00B2><U+00B0>,
1587,@Krafty_Kuts high five Kraft <U+270B> see you back here in a few weeks. <U+2600><U+FE0F>,
1588,RT @BabPress: 15% off all Babbington Press paperbacks and hardcovers Friday through Monday. Use code PRINTME at checkout. http://t.co/RqWa…,
1589,RT @will_me_be: Robert Kraft somewhere there's a bridge missing it's freaky little troll,
1590,Kraft foods gave away a real spaceship simulator.,
1591,Robert Kraft somewhere there's a bridge missing it's freaky little troll,
1592,Myers: Goodell won't Kraft apology for DeflateGate probe http://t.co/1Gm25WEH52,
1593,Myers: Goodell won't Kraft apology for DeflateGate probe http://t.co/uCEKo04Ygs #NYC #NewYork #News,
1594,RT @MontageHotels: The famous architectural photographer Barbara Kraft working her magic on a gardens sunset shot at @MontageBH http://t.co…,
1595,Kraft Mac and cheese just tipped me over the iceberg,
1596,@LegitJohn I don't like the pats either but I do like Brady Gronk and Revis. I think Robert Kraft is a prick.,
1597,@jennamcgady barbecue stain,
1598,@jennamcgady all u say is Springsteen? Idk what THAt is,
1599,@RonHutchison1 @KatVonHeez we are currently in the venue where @EdgeRatedR was accused of taking Kraft dinner! #condello #ede #deathtour,
1600,Where the fuck my Kraft singles at?,
1601,RT @jeffphowe: Robert Kraft is not in attendance. He had another event to attend. Not the first time he has missed the commissioner's addre…,
1602,#kraft #macaroni&amp;cheese #microwaved #GMO #roundup #Monsanto #glyphosate #preservatives #plastic #BPA #yum #nutritious http://t.co/6d17AGBIzK,
1603,WHO IS ERIC CHURCH!?????!????,
1604,Just realizing they made kraft MSC n cheese for drunk people. Hello. I am drunk. Hi. Mac n cheese.,
1605,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/Xtivh2bIuS #CookingUpGood,
1606,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/G1MYi521of,
1607,@Tatum_Kraft FUCK all my dreams have been crushed,
1608,Home alone eating Kraft Mac &amp; Cheese with my dog where I should have been all night.,
1609,RT @MacHarmon: Some Kraft Dinner would be real good right now!,
1610,Kraft Dinner and Starbucks Rewards Card is the ultimate budget cut,
1611,@kaders4 too late my man,
1612,@R8RtailG8R Jerry Jones and bob Kraft. The real people who run the NFL.,
1613,I favorited on @etsy: http://t.co/FPCah2IOEU http://t.co/Ap0c8PRRp8,
1614,RT @JimLouth: Patriots President Jonathan Kraft On Gresh &amp; Zo: Take a listen! http://t.co/HRlCo2VMr2,
1615,RT @AdamSchein: Great spot with Curtis Martin on the integrity of Bob Kraft and Tom Brady.,
1616,RT @Selfpicture: Lovely nakedselfie <ed><U+00A0><U+00BD><ed><U+00B8><U+009C> <ed><U+00A0><U+00BD><ed><U+00B8><U+008B> Post selfshots on http://t.co/NZfZ3JXqZM - 53000 amateur pix | @briefsboi | #RT &amp; #FAV | http://t.c…,
1617,#GiftCard #Coupon KRAFT Slices cheese coupons: $27.00 End Date: Monday… http://t.co/pXCiHTkwGl #Discount #Bargains http://t.co/2RrzN36Tiu,
1618,#NFL Patriots owner Kraft stands front-and-center in NFL spotlight http://t.co/LwV58n9QTk,
1619,Myers: Goodell won't Kraft apology for DeflateGate probe http://t.co/ugyXQlHbB9,
1620,#Queens #NY #DayCare Myers: Goodell won't Kraft apology for DeflateGate probe: Roger Go... http://t.co/dUxzKna2ku http://t.co/AxOsVHoJCw,
1621,#queens #ozonepark Myers: Goodell won't Kraft apology for DeflateGate probe: Roger Goodel... http://t.co/dUxzKna2ku #School #HowardBeach,
1622,Thanks for a fabulous day filled with lots of information and fun! @collectivebias kraft @mullerquaker… http://t.co/HgaPirLCTy,
1623,For Robert Kraft and Roger Goodell air still isn’t clear http://t.co/SzF9bjxV8J #EMM,
1624,"“@aurosan: the canadians in my apartment keep calling mac n cheese ""kraft dinner"" and im at my breaking point”didnt know it had a diff name<ed><U+00A0><U+00BD><ed><U+00B1><U+0080>",
1625,@Tatum_Kraft oh my god bring me betos,
1626,Patriots owner Kraft stands front-and-center in NFL spotlight,
1627,Help me with a Walmart gift card when you enter too! https://t.co/7EEfXFvCTT,
1628,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/CpczfwqbQN,
1629,Rustic Wedding Invitation Mint &amp; Kraft Wedding Invitat http://t.co/ngYvKjbBa2 http://t.co/2moQPVdcqE,
1630,Niggas broke as a joke sittin laughin' together,
1631,Sports Business Journal’s Ann Ranking: 3rd Most Powerful Person in Sports. It didn't happen by accident.@sbjsbd #SB49 http://t.co/h8cb3rCVFA,
1632,Find great recipes from Kraft. #cookingupgood http://t.co/XFFbPq0Ixe,
1633,I got Buffalo Chicken Dip http://t.co/uaymHqwVNd! Find your @LoveMyPhilly #GameDay recipe,
1634,RT @justin_fenton: Councilman Kraft wont seek re-election to current seat but instead a yet-to-be-announced position http://t.co/4NnsmD6Q8…,
1635,"“@aurosan: the canadians in my apartment keep calling mac n cheese ""kraft dinner"" and im at my breaking point” my life",
1636,#new Roger Goodell on deflategate investigation Kraft relationship NFL integrity – Bosto… http://t.co/X7seMG41WW http://t.co/HdaUHvJnSq,
1637,@nfl @MikeSilver pete Carroll is just as bad of scumb as kraft lets his players accept money while at USC then when they get caught he,
1638,Help me with a Walmart gift card when you enter too! http://t.co/Zeil5JS8sj,
1639,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/dZw4WvbFPc,
1640,Pete Carroll Robert Kraft both benefited from difficult breakup http://t.co/neMjGgXmyg,
1641,RT @CGasparino: I wish i cld im in phoenix just hugged mr kraft at the nfl commish party go @Patriots! @MelissaAFrancis @ToloacheNYC,
1642,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/gKBH1jtLxi #CookingUpGood,
1643,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/gKBH1jtLxi,
1644,Deflate-Gate Update: Kraft Demands Apology if No Hard Evidence is ... http://t.co/0VP7JRjZL1,
1645,&lt; this kraft dinner right now...,
1646,Houston Kraft was amazing today! <U+263A><U+FE0F> @houstonkraft http://t.co/WnMWX2F1cF,
1647,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/nRJOUX7OtW,
1648,*spends 9 hours designing and serving a dish at work -&gt; goes home and has kraft mac n cheese and shame for dinner,
1649,keep grinding n eating to all the hustlas no matter what ya kraft if selling newspapers or iceee cups,
1650,Remembering Myra Kraft on Super Bowl Sunday http://t.co/gIILb9RskR,
1651,my moms making me Kraft dinner bc she's the real mvp,
1652,Robert Kraft's gutsy $175 million investment in the New England Patriots has paid off big time http://t.co/FoS7rBkYLJ,
1653,How Kraft Harnessed Data to Transform Marketing http://t.co/PbWQabX70D,
1654,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/LX0M4Gdoyu,
1655,It's easy to find someone with a body or personality that's attractive but finding someone whose soul speaks to yours is something special.,
1656,I needed a good laugh after today,
1657,Help me with a Walmart gift card when you enter too! https://t.co/lw8gDa1DyZ,
1658,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/GcM6rK0tE1 #CookingUpGood,
1659,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/GcM6rK0tE1,
1660,RT @CockyTomBrady: Kraft just put his balls on the table your move @nflcommish,
1661,I always assume the worst,
1662,Robert Kraft shouldn’t expect apology from dinner pal http://t.co/2aeicOW5zU #boston,
1663,RT @tothekidswho: It's scary http://t.co/j8XMe20omV,
1664,RT @CockyTomBrady: Can't wait till Roger Goodell hands me the Lombardi and then gets on his hands and knees and begs Kraft for forgiveness.,
1665,@BarBouludBOS @chefachambers can't wait to sink my teeth into the Patriot Burger does it come with Belicheck Sauce &amp; Kraft cheese?,
1666,Tonight was a serious roller coaster. <ed><U+00A0><U+00BD><ed><U+00B8><U+00B3>,
1667,RT @SweetRamblings7: Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/dqiKVRC7Xi,
1668,Nothing like cold Kraft dinner,
1669,@Beanie_HatesPie @Air_Kraft young gattica liite signing off,
1670,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/FCgOrbEC3z,
1671,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/ImhvQMiMVO,
1672,MEIN KRAFT: Season 2: Ep. 2: Village Quest: http://t.co/y6tTodBulv via @YouTube,
1673,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/EsgNnMhHqw #CookingUpGood,
1674,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald #sports,
1675,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald #jobs http://t.co/BoKuN6UuUw,
1676,New post: Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/kMlG5VrmH3,
1677,Help me with a Walmart gift card when you enter too! https://t.co/abN6fUBAFF,
1678,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/lIRN7fe54v,
1679,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/dqiKVRC7Xi #CookingUpGood,
1680,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/Gq6rv3kiDK,
1681,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/yh30MOAASE,
1682,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/dqiKVRC7Xi,
1683,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/wmKPYuVWvt,
1684,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/VjeOGmsorG,
1685,BREAKING: Roger Goodell on deflategate investigation Kraft relationship NFL integrity - B... http://t.co/tHvbiIp9OJ #Khaatumo #Khatumo,
1686,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/PNGp7kOiCB,
1687,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/92HfrxV1Pz,
1688,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/UymgzRCChx,
1689,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/QesFooBLj6,
1690,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/we8IyeoQwR,
1691,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/rWr0JThImu,
1692,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/3hdEdtkOtN,
1693,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/WMm3lWf1Jj,
1694,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/FDN3PQARvS,
1695,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/BNYSXKlRHR #google #sport,
1696,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/QZyxffTg7f #google #sport,
1697,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/SLT229e0Ke,
1698,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston… http://t.co/j7cbI1rrko,
1699,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/Pd7cnv19XQ,
1700,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/PislVmZS6I,
1701,Rogr Goodell on deflateg8 #investigation Kraft relationship NFL integrity http://t.co/lhUlcH41Xl #openingstatement #RogerGoodell #TedWells,
1702,“@herb73005: @nfl @MikeSilver Watch out Robert Kraft loves to kiss guys.” Cool,
1703,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/fkmZbmJ00h #YMDLU,
1704,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald,
1705,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/Uw6U0bRqgg #news,
1706,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/WYszfL17w2,
1707,Latest 6 hour News Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/NgzvCt6cqA,
1708,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/JyAVJx7fcn,
1709,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/hXKyl5Ts2X,
1710,Roger Goodell on deflategate investigation Kraft relationship NFL integrity… http://t.co/YezIOIqBpw #mdwine,
1711,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/Jcq7Us0RT7,
1712,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/SNzJ75Bmxk,
1713,[All News] | Roger Goodell on deflategate investigation Kraft relationship NFL integrity - ... http://t.co/auNqJBWXwv |Via Google News,
1714,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/G7hDyCKBQQ #headlinenews #news,
1715,Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald http://t.co/aV3AgED2Q6 mAt global cn,
1716,BREAKING: Roger Goodell on deflategate investigation Kraft relationship NFL integrity - B... http://t.co/z5u6JVggtK #Khaatumo #Khatumo,
1717,@surfbird03 @SydneyAtheist @Vegemite Yep don't buy Vegemite or any Kraft products. I also buy Dick Smith cereal now. I buy Cottee's jam,
1718,Crazy .. Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald: B... http://t.co/cXVaL5UBD0 wt f,
1719,Crazy .. Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald: B... http://t.co/CkJ97upTUl wt f,
1720,Crazy .. Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald: B... http://t.co/ZNdDRLK37A wt f,
1721,Crazy .. Roger Goodell on deflategate investigation Kraft relationship NFL integrity - Boston Herald: B... http://t.co/aUCsCDhHVC wt f,
