,ID,Katakana text Translated,Sentiment
1870,1871, Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News ,
1871,1872, RT ManojHarade Uff it caught  Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News Ne... ,
1872,1873, .nflcommish defends NFL dodges difficult questions writes RobRossiTrib ,
1873,1874, Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News ,
1874,1875, you dont realize how useless you really are until u mess up making kraft dinner two times in a row,
1875,1876, Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News jobs ,
1876,1877, Uff it caught  Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News Ne...  gossip,
1877,1878, Uff it caught  Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News Ne...  gossip,
1878,1879, Richard Sherman sounds off on GoodellKraft relationship ,
1879,1880, Uff it caught  Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News Ne...  gossip,
1880,1881, Uff it caught  Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News Ne...  gossip,
1881,1882, Uff it caught  Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News Ne...  gossip,
1882,1883, Uff it caught  Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News Ne...  gossip,
1883,1884, Uff it caught  Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News Ne...  gossip,
1884,1885, Uff it caught  Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News Ne...  gossip,
1885,1886, Uff it caught  Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News Ne...  gossip,
1886,1887, Uff it caught  Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News Ne...  gossip,
1887,1888, Uff it caught  Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News Ne...  gossip,
1888,1889, Uff it caught  Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News Ne...  gossip,
1889,1890, Uff it caught  Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News Ne...  gossip,
1890,1891, Uff it caught  Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News Ne...  gossip,
1891,1892, Uff it caught  Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News Ne...  gossip,
1892,1893, Uff it caught  Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News Ne...  gossip,
1893,1894, Uff it caught  Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News Ne...  gossip,
1894,1895, Uff it caught  Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News Ne...  gossip,
1895,1896, Uff it caught  Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News Ne...  gossip,
1896,1897, Need recipes Visit the Kraft CookingUpGood page amp watch the video for delicious ideas ,
1897,1898, Myers Goodell wont Kraft apology for DeflateGate probe Roger Goodell is out of the apology business even w... ,
1898,1899, RT BSO Photos Bob Krafts ExModel Girlfriend Ricki Lander  ,
1899,1900, RT plottwisthoran Luke5SOS netflix missed you,
1900,1901,  Scrapbook Steal of The Day  SEI Metallic Kraft Paper amp Washi Tape  ,
1901,1902, tylergalpin did your results say Its called Kraft Mac n Cheese. Go home you maple loving canuck MERICA,
1902,1903, I wish i cld im in phoenix just hugged mr kraft at the nfl commish party go Patriots MelissaAFrancis ToloacheNYC,
1903,1904, kjcmalakai PenguinsStud Never say never we got Milan Freaking Kraft in a package for Jagr in Jagrs PRIME.,
1904,1905, Myrs Goodell wont Kraft apology 4 DeflateG8 probe  DeflateGate MyersGoodell Patriots RobertKraft RogerGoodell,
1905,1906, anyone notice big food companies are changing recipes to be more nature i.e. Kraft,
1906,1907, BREAKING Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News N...  Khaatumo Khatumo,
1907,1908, Myers Goodell wont Kraft apology for DeflateGate probe. ,
1908,1909, Need recipes Visit the Kraft CookingUpGood page amp watch the video for delicious ideas ,
1909,1910, New York Daily News Myers Goodell wont Kraft apology for DeflateGate probe New York Daily News PHOENIX  ungerenDK,
1910,1911, RVacchianoNYDN These fans must be on Krafts payroll too.,
1911,1912, tomecurran heykayadams Kraft gave up a 1st round draft pick for Belichick to who and who did they draft  I am sure Kraft was the winner,
1912,1913, Myrs Goodell wont Kraft apology 4 DeflateG8 probe  DeflateGate MyersGoodell Patriots RobertKraft RogerGoodell,
1913,1914, TheLastWord FakeFued KraftGoodell trying to get some credibility back for NFL with dueling press conferences Apology for Kraft  PLEASE,
1914,1915, Robert Kraft wants an apology from the NFL for their suggesting that DEFLATING THE FOOTBALLS was something inappropriate SuperBowlXLIX,
1915,1916, . Patriots wont get apology bc theyre guilty as sin amp Kraft never wanted apology anger a cover after Sherman comments RothenbergESPN,
1916,1917, American Mac N Cheese Vs. Canadian Kraft Dinner  BUZZFEED RESPONSE  via YouTube,
1917,1918, I liked a YouTube video  American Mac N Cheese Vs. Canadian Kraft Dinner,
1918,1919, Cant wait till Roger Goodell hands me the Lombardi and then gets on his hands and knees and begs Kraft for forgiveness.,
1919,1920, Myers Goodell wont Kraft apology for DeflateGate probe Roger Goodell is out of the apology business even w... ,
1920,1921, Yummy new year recipes sweepstakes howto videos amp more on from Kraft Foods on Walmart  CookingUpGood,
1921,1922, Need recipes Visit the Kraft CookingUpGood page amp watch the video for delicious ideas ,
1922,1923, Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News ,
1923,1924, Hate when I get mad over things I really shouldnt be mad about,
1924,1925, RothenbergESPN Honestly seems like Krafts shenanigans wereare a front to make it seem like him amp nflcommish arent besties.,
1925,1926, Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News,
1926,1927, Myers Goodell wont Kraft apology for DeflateGate probe ,
1927,1928, Myers Goodell wont Kraft apology for DeflateGate probe ,
1928,1929, Myers Goodell wont Kraft apology for DeflateGate probe ,
1929,1930, Myers Goodell wont Kraft apology for DeflateGate probe ,
1930,1931, Myers Goodell wont Kraft apology for DeflateGate probe ,
1931,1932, Need recipes Visit the Kraft CookingUpGood page amp watch the video for delicious ideas ,
1932,1933, Our kids seem to prefer Kraft mac and cheese over the usual spaghetti noodles and crushed up generic Doritos.,
1933,1934, KoriAshton obenland astralbodies Kraft Ill be speaking at Press Publish But it sounds like an awesome event,
1934,1935, RT PulseMuzikTV Have you heard MIX 3 2015  DEEP HOUSE by KRAFT MUZIK on SoundCloud  edm deephouse djmix,
1935,1936, German pioneers show their Kraft ,
1936,1937, RT Luke5SOS I missed Netflix edU00A0U00BDedU00B8U008D,
1937,1938, 8.11 Kraft Foods Homestyle Macaroni Hearty Four Cheese 3.9 Ounce Pack of 6 ,
1938,1939, Myers Goodell wont Kraft apology for DeflateGate probe  New York    news,
1939,1940, razrsharp67 was it just like Kraft Mac and Cheese,
1940,1941, Myers Goodell wont Kraft apology for DeflateGate probe  New York DailyNews ,
1941,1942, I want some kraft dinner edU00A0U00BDedU00B9U008CedU00A0U00BDedU00B9U008C KDLOVIN,
1942,1943, Myers Goodell wont Kraft apology for DeflateGate probe Roger Goodell is out of the apology business even w... ,
1943,1944, Myers Goodell wont Kraft apology for DeflateGate probe  sports,
1944,1945, Myers Goodell wont Kraft apology for DeflateGate probe Roger Goodell is out of the apology business even when Robert Kraft feels ...,
1945,1946, Myers Goodell wont Kraft apology for DeflateGate probe Roger Goodell is out of the apology business even w... ,
1946,1947, Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News  archaeology,
1947,1948, Yup my uncle has been in Arizona with the Patriots all week. Must be nice to be good friends with Kraft edU00A0U00BCedU00BFU0088edU00A0U00BCedU00BFU0088edU00A0U00BCedU00BFU0088,
1948,1949, Myers Goodell wont Kraft apology for DeflateGate probe  New York Daily News New York Daily ...  TheUSNational,
1949,1950, aj tell us what happened with the film thing without looking it upyour on the clock... ,
1950,1951, stephkraft lisarose4 babe put the gun down,
1951,1952, back up your words troll... ,
1952,1953, RT krONik Me too. I think its owned by Kraft janer98 phonytonyabbott krONik Yep. Still boycotting Cadbury products.,
1953,1954, Belichick Carroll both say they owe a bundle to Kraft  chatsports Patriots NFL,
1954,1955, dkaplanSBJ Lady Antebellum playing NFL commissioners party. Patriots owner Bob kraft here so cant b 2 pissed Kraft didnt want a fine,
1955,1956, Yummy new year recipes sweepstakes howto videos amp more on from Kraft Foods on Walmart  CookingUpGood,
1956,1957, Need recipes Visit the Kraft CookingUpGood page amp watch the video for delicious ideas ,
1957,1958, lisarose4 theyre the worst edU00A0U00BDedU00B8U009EedU00A0U00BDedU00B4U00AB,
1958,1959, Meet Patriots owner Bob Krafts girlfriend who is half his age  via Femail Gross,
1959,1960, ChynelleKraft ReeseWallgren Grind,
1960,1961, SuckMeter Does Robert Kraft remind you of the Colonel from Boogie Nights too,
1961,1962, ReeseWallgren thanks Reese edU00A0U00BDedU00B8U008AedU00A0U00BDedU00B8U0098,
1962,1963, CicelyM14 if not Ill buy you a pen for some ink instead edU00A0U00BDedU00B2U0081edU00A0U00BDedU00B8U009D,
1963,1964, Myers Goodell wont Kraft apology for DeflateGate probe Roger Goodell is out of the apology business even w... ,
1964,1965, Garber Robert Kraft drives Pats success Patriots ,
1965,1966, Me too. I think its owned by Kraft janer98 phonytonyabbott krONik Yep. Still boycotting Cadbury products.,
1966,1967, I got Buffalo Chicken Dip  Find your LoveMyPhilly GameDay recipe,
1967,1968, fxckendicaprio dude good for you edU00A0U00BDedU00B1U008FedU00A0U00BDedU00B1U008F I cant even make Kraft macaroni and I dont even wanna learn how to cook,
1968,1969, Need recipes Visit the Kraft CookingUpGood page amp watch the video for delicious ideas ,
1969,1970, RT Geniievanss MacHarmon Kraft dinner is so rad dont you think,
1970,1971, Roger Goodell digs in vs. Kraft Deflategate We have made no judgements nor will we  nypost,
1971,1972, Kraft Paper Merchandise Bags  Natural  Small  Etsy WeddingGiftBags,
1972,1973, Imma drink so much that I cant make it home so would you take me home edU00A0U00BDedU00B8U008FedU00A0U00BCedU00BEU00B6,
1973,1974, Patriots owner Kraft stands frontandcenter in NFL spotlight Reuters  New England Patriots owner Rob...  NFL,
1974,1975, How RT onlyonefonz Caprisun almost killed me the other week. Kraft sent me free coupons...,
1975,1976, RT Change New petition asks KraftFoods to remove the superbug threat from Lunchables ,
1976,1977, ParmesanGarlic Monkey Bread Recipe  Kraft Recipes ,
1977,1978, RT onlyonefonz Caprisun almost killed me the other week. Kraft sent me free coupons...,
1978,1979, 1500ESPNReusse BradDekes Chad Kraft,
1979,1980, JayKraft idk ask the europeans,
1980,1981, Caprisun almost killed me the other week. Kraft sent me free coupons...,
1981,1982, Lady Antebellum playing NFL commissioners party. Patriots owner Bob kraft here so cant b 2 pissed as Goodell,
1982,1983, DrewMcHale10 how do you party without drugs,
1983,1984, JayKraft are there drugs at the party,
1984,1985, DrewMcHale10 what if I just let you in a party,
1985,1986, Im a season ticket holder why wasnt I at Bob Krafts house Roger Patriots WHDH GoodellPresser,
1986,1987, KoriAshton obenland Kraft marjasturias Press Publish is that weekend and CocoaConf Chicago iOS Dev so many places to be,
1987,1988, Cheesy Garlic Bread Recipe  Kraft Recipes ,
1988,1989, Kraft Forgoes Goodell Presser to Stay with Team via  ,
1989,1990, xNathvn its like a fucking Kraft single omg,
1990,1991,  Scrapbook Steal of The Day  SEI Metallic Kraft Paper amp Washi Tape  ,
1991,1992, SouthoftheBorder Chicken amp Pasta Skillet Recipe  Kraft Recipes ,
1992,1993, Chicken Tinga Tortilla Cups Recipe  Healthy Living Kraft Recipes ,
1993,1994, Smells and tastes like they put fucking Kraft Singles on my pizza,
1994,1995, Need recipes Visit the Kraft CookingUpGood page amp watch the video for delicious ideas ,
1995,1996, Anyone who thinks DeflateGate will credibly be resolved by NFL is kidding themselves. KraftGoodell FakeFued press conferences a joke,
1996,1997, We love to have a little shine in our lives. SEI Metallic Kraft Paper for 7.50  ,
1997,1998, Have you heard MIX 3 2015  DEEP HOUSE by KRAFT MUZIK on SoundCloud  edm deephouse djmix,
1998,1999, Need recipes Visit the Kraft CookingUpGood page amp watch the video for delicious ideas ,
1999,2000, MattManIWS Youre almost there Bobby Kraft is about ramble about God knows what here in a few.,
2000,2001, My sweet new friend lt3 peanutbutter Kraft bear plushie love ,
2001,2002, Kraft Sherman very smart marketing whiz  ,
2002,2003, dont drop it down the zinc  Tyler Kraft,
2003,2004, Everyone reach Kraft dinner is being made,
2004,2005, Need recipes Visit the Kraft CookingUpGood page amp watch the video for delicious ideas ,
2005,2006, RT ScottyMcCreery Great time tnight singing for the Patriots  the presuperbowl party Thx for having me Mr. Kraft ,
